,player_pos,goal_pos,tier,original_reward,dist_to_goal,max_dist
3299,"(1, 14)","(16, 7)",0,0,22,25.0
3300,"(1, 14)","(16, 7)",0,0,22,25.0
3301,"(1, 14)","(16, 7)",0,0,22,25.0
3302,"(1, 14)","(16, 7)",0,0,22,25.0
3303,"(1, 14)","(16, 7)",0,0,22,25.0
3304,"(1, 14)","(16, 7)",0,0,22,25.0
3305,"(1, 14)","(16, 7)",0,0,22,25.0
3306,"(1, 14)","(16, 7)",0,0,22,25.0
3307,"(1, 14)","(16, 7)",0,0,22,25.0
3308,"(1, 14)","(16, 7)",0,0,22,25.0
3309,"(1, 14)","(16, 7)",0,0,22,25.0
3310,"(1, 14)","(16, 7)",0,0,22,25.0
3311,"(1, 14)","(16, 7)",0,0,22,25.0
3312,"(1, 14)","(16, 7)",0,0,22,25.0
3313,"(1, 14)","(16, 7)",0,0,22,25.0
3314,"(1, 14)","(16, 7)",0,0,22,25.0
3315,"(1, 14)","(16, 7)",0,0,22,25.0
3316,"(1, 14)","(16, 7)",0,0,22,25.0
3317,"(1, 14)","(16, 7)",0,0,22,25.0
3318,"(1, 14)","(16, 7)",0,0,22,25.0
3319,"(1, 14)","(16, 7)",0,0,22,25.0
3320,"(1, 14)","(16, 7)",0,0,22,25.0
3321,"(1, 14)","(16, 7)",0,0,22,25.0
3322,"(2, 14)","(16, 7)",0,0,21,25.0
3323,"(3, 14)","(16, 7)",0,0,20,25.0
3324,"(4, 14)","(16, 7)",0,0,19,25.0
3325,"(4, 14)","(16, 7)",0,0,19,25.0
3326,"(4, 14)","(16, 7)",0,0,19,25.0
3327,"(4, 15)","(16, 7)",0,0,20,25.0
3328,"(4, 16)","(16, 7)",0,0,21,25.0
3329,"(4, 16)","(16, 7)",0,0,21,25.0
3330,"(4, 17)","(16, 7)",0,0,22,25.0
3331,"(4, 17)","(16, 7)",0,0,22,25.0
3332,"(4, 17)","(16, 7)",0,0,22,25.0
3333,"(4, 17)","(16, 7)",0,0,22,25.0
3334,"(4, 17)","(16, 7)",0,0,22,25.0
3335,"(4, 17)","(16, 7)",0,0,22,25.0
3336,"(4, 17)","(16, 7)",0,0,22,25.0
3337,"(4, 17)","(16, 7)",0,0,22,25.0
3338,"(4, 17)","(16, 7)",0,0,22,25.0
3339,"(4, 17)","(16, 7)",0,0,22,25.0
3340,"(4, 17)","(16, 7)",0,0,22,25.0
